 Q,X,reg5,reg7,income,gender,age,edu1,edu2,occ,group,answered1,time1,pq1,pq2,pq3,pq4,pq5,pq6,pq7,pq8,pq9,pq10,z2,answered2,time2,q1,q2,q3,q4,q5,q6,q7,q8,q9
1281,15598,3,4,0.885,2,83,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1282,15601,3,4,2.444166667,1,41,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1283,15779,4,4,2.9875,1,75,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1284,15780,4,4,2.9875,2,73,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1285,15788,3,4,2.8025,2,62,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1286,15798,4,4,1.8525,2,68,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1287,15799,4,4,1.276666667,1,84,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1288,15800,4,4,1.276666667,2,80,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1289,15803,2,4,1.450833333,1,71,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1290,15809,2,4,3.164166667,1,25,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1291,15818,2,4,1.755,1,42,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1292,15830,4,4,1.9425,2,81,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1293,15831,3,4,1.5375,1,70,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1294,15896,4,4,0.9025,2,78,1,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1295,15899,4,4,3.7125,2,73,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1296,15903,3,4,4.256666667,2,73,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1297,15904,4,4,0.5275,1,71,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1298,15905,4,4,1.235833333,1,79,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1299,15908,2,4,0.6825,2,66,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1300,15910,2,4,0.835,2,73,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1301,15917,2,4,1.959166667,1,70,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1302,15957,2,4,2.819166667,1,76,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1303,15958,2,4,2.819166667,2,73,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1304,15959,2,4,2.7075,1,74,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1305,15963,2,4,1.386666667,2,72,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1306,15970,2,4,3.644166667,1,44,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1307,15972,2,4,3.644166667,1,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1308,15975,2,4,1.705833333,1,47,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1309,15976,2,4,1.705833333,2,69,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1310,16098,2,4,2.319166667,1,76,6,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1311,16104,2,4,1.638333333,1,61,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1312,16105,2,4,1.638333333,2,61,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1313,16112,2,4,1.06,1,73,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1314,16233,2,4,0.455833333,2,78,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1315,16234,2,4,1.048333333,1,74,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1316,16249,2,4,3.120833333,2,27,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1317,108,3,5,8.6475,2,35,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1318,343,3,5,4.744166667,1,32,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1319,1345,3,5,3.555,1,41,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1320,1833,2,5,1.570833333,2,27,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1321,3315,3,5,4.034166667,1,46,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1322,4203,3,5,2.531666667,1,52,6,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1323,4388,3,5,1.141666667,1,73,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1324,4486,3,5,0.66,2,80,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1325,4913,3,5,2.273333333,2,72,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1326,5302,2,5,3.071666667,2,45,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1327,5303,2,5,3.071666667,1,22,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1328,5313,2,5,0.591666667,2,79,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1329,5314,2,5,0.3775,2,88,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1330,5320,2,5,1.175833333,2,70,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1331,5323,2,5,0.885833333,2,73,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1332,5326,2,5,1.494166667,2,53,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1333,5330,2,5,3.865833333,1,57,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1334,5341,2,5,2.344166667,2,64,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1335,5342,4,5,0.936666667,2,75,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1336,5345,2,5,5.545,1,68,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1337,5346,2,5,5.545,2,61,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1338,5353,2,5,1.6775,2,85,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1339,5362,2,5,0.835,2,80,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1340,5366,2,5,11,2,46,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1341,5376,2,5,2.4925,1,44,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1342,5379,2,5,11,1,62,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1343,5381,2,5,9.719166667,1,54,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1344,5390,2,5,5.9775,2,62,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1345,5392,2,5,0.674166667,1,95,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1346,5393,2,5,2.334166667,1,77,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1347,5397,2,5,11,1,38,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1348,5398,2,5,2.6475,2,40,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1349,5407,2,5,5.166666667,2,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1350,5412,2,5,6.796666667,2,27,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1351,5414,2,5,0.395833333,2,86,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1352,5415,2,5,0.480833333,2,85,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1353,5417,2,5,1.6125,2,69,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1354,5419,2,5,2.929166667,2,26,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1355,5421,2,5,3.335,2,53,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1356,5423,2,5,1.3975,2,66,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1357,5425,2,5,5.181666667,2,49,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1358,5430,2,5,0,2,61,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1359,5442,2,5,0.789166667,2,83,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1360,5443,2,5,3.148333333,1,69,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1361,5456,2,5,1.2625,2,25,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1362,5462,2,5,4.316666667,1,37,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1363,5464,2,5,3.7125,1,80,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1364,5466,2,5,0.530833333,2,81,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1365,5468,2,5,2.4525,2,75,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1366,5469,2,5,2.969166667,1,39,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1367,5477,2,5,4.840833333,1,41,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1368,5496,2,5,2.79,1,82,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1369,5501,2,5,2.124166667,2,50,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1370,5529,4,5,2.889166667,2,82,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1371,5530,4,5,2.889166667,1,44,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1372,5537,2,5,4.88,1,23,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1373,5544,2,5,2.0925,1,27,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1374,5545,2,5,2.0925,2,89,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1375,5547,2,5,4.084166667,2,38,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1376,5561,2,5,4.835833333,2,61,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1377,5564,2,5,3.1625,1,47,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1378,5565,2,5,3.1625,2,73,6,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1379,5571,3,5,2.761666667,1,62,3,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1380,5574,3,5,2.761666667,1,28,4,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1381,5575,3,5,2.761666667,2,26,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1382,5581,2,5,5.005833333,1,46,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1383,5585,2,5,9.2175,1,64,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1384,5589,2,5,3.1525,1,37,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1385,5614,2,5,5.426666667,2,42,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1386,5631,3,5,3.343333333,2,32,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1387,5642,2,5,11,2,52,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1388,5650,2,5,3.2575,2,43,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1389,5653,2,5,5.900833333,1,43,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1390,5657,2,5,2.22,1,44,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1391,5668,2,5,1.878333333,1,62,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1392,5679,2,5,5.481666667,1,25,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1393,5684,2,5,1.7275,2,64,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1394,5685,2,5,5.169166667,1,35,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1395,5686,2,5,5.169166667,2,35,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1396,5696,2,5,1.710833333,1,91,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1397,5708,2,5,1.341666667,2,59,1,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,
1398,5709,2,5,1.341666667,1,32,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1399,5710,2,5,5.56,1,46,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1400,5719,2,5,11,2,49,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1401,5729,2,5,8.526666667,1,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1402,5733,2,5,6.05,2,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1403,6683,3,5,11,2,25,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1404,6685,3,5,11,2,51,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1405,6769,3,5,4.885833333,1,72,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1406,6770,3,5,4.885833333,2,69,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1407,6771,3,5,4.885833333,2,43,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1408,6814,2,5,1.928333333,2,75,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1409,7130,3,5,1.265833333,2,74,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1410,7396,2,5,2.460833333,1,39,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1411,7676,3,5,3.756666667,2,38,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1412,8177,3,5,3.3725,1,56,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1413,8183,2,5,2.7275,1,44,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1414,8769,2,5,5.655,2,53,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1415,8846,2,5,4.424166667,2,46,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1416,9061,2,5,1.763333333,1,30,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1417,9086,3,5,4.093333333,2,34,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1418,9153,3,5,1.694166667,1,34,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1419,9154,3,5,0.509,1,70,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1420,9155,3,5,1.4675,2,48,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1421,9156,3,5,1.4675,2,21,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1422,9165,3,5,7.415,2,29,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1423,9169,3,5,6.14,2,33,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1424,9170,3,5,11,1,59,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1425,9173,3,5,11,1,53,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1426,9178,3,5,6.663333333,2,28,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1427,9181,3,5,5.4725,2,60,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1428,9188,3,5,5.335833333,1,65,5,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,
1429,9190,3,5,7.754166667,1,39,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1430,9200,3,5,5.714166667,1,42,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1431,9204,3,5,11,1,45,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1432,9207,3,5,11,2,74,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1433,9217,3,5,6.25,2,86,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1434,9220,3,5,4.040833333,1,47,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1435,9227,3,5,4.831666667,2,22,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1436,9231,3,5,3.438333333,1,67,3,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1437,9233,3,5,3.438333333,2,89,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1438,9235,3,5,0.593333333,2,85,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1439,9243,3,5,11,2,53,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1440,9244,3,5,11,1,29,4,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1441,9247,3,5,1.808333333,1,55,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1442,9250,4,5,3.860833333,1,43,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1443,9269,3,5,1.366666667,1,66,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1444,9279,3,5,1.760833333,2,34,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1445,9285,3,5,1.468333333,2,48,4,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1446,9297,3,5,4.780833333,1,42,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1447,9301,3,5,0.736666667,1,38,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1448,9304,3,5,0.808333333,2,87,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1449,9305,3,5,6.051666667,1,80,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1450,9306,3,5,6.051666667,2,76,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1451,9312,3,5,6.2575,1,53,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1452,9319,3,5,5.4625,1,83,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1453,9320,3,5,5.4625,2,78,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1454,9348,3,5,1.369166667,1,82,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1455,9354,3,5,5.814166667,1,38,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1456,9356,3,5,0.954166667,2,68,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1457,9358,3,5,1.8,2,39,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1458,9361,3,5,3.024166667,1,59,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1459,9365,3,5,2.096666667,2,75,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1460,9387,3,5,6.263333333,1,39,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1461,9406,3,5,0.585833333,2,35,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1462,9477,3,5,11,1,52,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1463,9478,3,5,11,2,46,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1464,9488,4,5,11,1,61,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1465,9489,4,5,11,2,56,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1466,9492,4,5,5.811666667,2,68,3,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1467,9495,4,5,7.8025,2,36,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1468,9498,4,5,3.603333333,1,36,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1469,9503,4,5,5.930833333,2,21,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1470,9514,4,5,2.020833333,2,68,6,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1471,9518,3,5,6.16,2,37,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1472,9525,4,5,5.7825,2,57,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1473,9526,2,5,2.473333333,1,32,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1474,9528,4,5,3.815,2,59,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1475,9529,4,5,4.3925,2,31,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1476,9530,4,5,4.3925,1,35,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1477,9548,4,5,6.105833333,1,38,4,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1478,9551,4,5,11,1,59,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1479,9552,4,5,11,2,56,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1480,9557,4,5,1.595833333,2,81,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1481,9558,4,5,7.515833333,2,80,1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1482,9566,4,5,3.088333333,1,46,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1483,9569,4,5,5.691666667,2,54,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1484,9571,4,5,1.680833333,1,79,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1485,9576,4,5,3.38,2,51,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1486,9577,4,5,3.38,2,23,3,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,
1487,9578,4,5,3.38,1,21,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1488,9581,4,5,5.569166667,2,47,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1489,9585,2,5,8.995,2,42,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1490,9588,4,5,7.306666667,1,44,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1491,9593,3,5,4.623333333,1,42,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1492,9615,4,5,2.295,2,26,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1493,9617,4,5,3.3525,2,68,1,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1494,9625,4,5,1.021666667,1,76,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1495,9631,4,5,2.12,2,77,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1496,9636,4,5,2.833333333,1,64,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1497,9637,4,5,2.833333333,2,58,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1498,9643,4,5,1.564166667,1,85,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1499,9655,4,5,0.810833333,1,84,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1500,9656,4,5,0.810833333,2,77,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1501,9657,4,5,0.599166667,2,83,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1502,9658,4,5,0.414166667,2,82,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1503,9659,4,5,0.415,2,65,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1504,9665,4,5,1.829166667,1,72,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1505,9668,2,5,3.435833333,1,38,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1506,9669,2,5,8.984166667,2,37,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1507,9673,4,5,2.34,2,62,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1508,9682,4,5,1.809166667,2,78,6,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1509,9689,4,5,2.165,2,73,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1510,9692,4,5,0.575,2,87,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1511,9702,4,5,6.130833333,1,34,4,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1512,9706,4,5,1.153333333,2,75,1,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1513,9707,4,5,1.153333333,2,44,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1514,9708,4,5,2.055,1,69,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1515,9711,4,5,3.735833333,2,62,3,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1516,9712,2,5,4.01,1,36,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1517,9714,4,5,3.735833333,2,93,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1518,9719,4,5,0.780833333,2,66,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1519,9721,4,5,2.869166667,2,78,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1520,9722,4,5,1.985,2,65,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1521,9726,4,5,2.3175,1,59,4,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1522,9727,4,5,2.3175,2,59,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1523,9733,4,5,0.778333333,1,54,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1524,9735,4,5,0.405,2,90,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1525,9736,4,5,0.701666667,2,79,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1526,9739,4,5,0.293333333,2,89,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1527,9742,4,5,3.004166667,1,43,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1528,9748,4,5,1.508333333,1,74,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1529,9754,4,5,0.894166667,1,64,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1530,9757,4,5,0.953333333,2,73,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1531,9764,4,5,3.0725,2,82,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1532,9765,4,5,3.0725,1,61,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1533,9767,4,5,1.868333333,1,77,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1534,9768,4,5,1.868333333,2,76,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1535,9781,2,5,7.346666667,1,45,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1536,9786,3,5,9.9475,1,48,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1537,9799,3,5,1.7425,2,50,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1538,9801,3,5,1.7425,2,23,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1539,9813,3,5,7.385833333,1,37,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1540,9828,3,5,2.010833333,2,65,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1541,9830,3,5,11,2,46,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1542,9833,3,5,3.155833333,1,47,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1543,9843,3,5,0.959166667,2,60,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1544,9845,3,5,0.959166667,2,30,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1545,9849,3,5,2.295,2,92,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1546,9859,3,5,1.183333333,2,88,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1547,9860,3,5,1.183333333,2,59,3,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1548,9861,3,5,1.471666667,2,93,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1549,9923,3,5,9.306666667,2,40,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
1550,11185,3,5,2.005833333,2,23,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1551,13362,4,5,1.983333333,2,73,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
