 Q,X,reg5,reg7,income,gender,age,edu1,edu2,occ,group,answered1,time1,pq1,pq2,pq3,pq4,pq5,pq6,pq7,pq8,pq9,pq10,z2,answered2,time2,q1,q2,q3,q4,q5,q6,q7,q8,q9
34120,400344,1,1,3,2,54,5,1,3,0,1,0:01:16,1,1,1,1,7,0,2,2,4,5,3,1,0:02:07,2,1,3,3,3,1,4,4,1
52228,492357,3,6,2,2,31,4,2,2,0,1,0:02:22,1,9,8,2,3,2,2,1,2,5,3,1,0:02:07,3,1,1,1,1,1,3,4,1
65038,554519,1,1,0,2,45,2,2,9,0,1,0:01:29,1,11,11,3,4,1,1,2,1,3,3,1,0:02:07,3,3,3,3,2,2,2,2,1
5161,31737,3,2,4,2,45,3,2,4,0,1,0:03:05,1,15,15,2,8,0,2,2,4,4,4,1,0:02:07,1,2,3,3,3,3,3,3,1
47573,475548,1,1,4,2,55,3,2,5,0,1,0:01:38,1,8,1,1,7,0,3,2,2,1,4,1,0:02:07,2,3,3,3,3,4,1,1,1
30191,376931,3,7,3,1,37,3,2,4,0,1,0:01:31,1,12,12,2,3,2,2,1,1,3,5,1,0:02:07,3,3,3,3,3,3,3,3,1
32340,389275,1,1,7,1,28,4,1,0,0,1,0:02:47,1,12,12,2,3,1,2,2,1,3,5,1,0:02:07,2,3,2,2,1,1,4,5,1
70697,568344,3,5,9,1,46,4,2,1,0,1,0:01:21,1,10,10,2,8,0,4,1,1,3,5,1,0:02:07,3,2,4,4,2,4,4,4,1
6884,55344,2,7,3,1,44,6,0,1,0,1,0:01:49,1,11,5,1,4,2,2,1,2,3,2,1,0:02:06,3,2,1,1,1,1,1,5,1
16054,190453,3,7,3,1,60,4,2,4,0,1,0:01:18,1,11,1,2,4,2,3,1,1,4,2,1,0:02:06,3,3,2,2,2,2,3,5,1
65817,556927,1,1,4,2,60,5,1,3,0,1,0:01:38,1,1,1,1,8,0,5,1,3,3,2,1,0:02:06,3,3,4,4,4,4,4,4,1
4168,19183,1,1,5,1,44,4,2,0,0,1,0:01:35,1,1,1,1,7,0,3,2,1,3,5,1,0:02:06,3,3,2,2,2,1,4,4,1
46099,470260,2,2,3,2,29,4,1,0,0,1,0:01:08,1,4,12,1,7,0,6,2,2,5,4,1,0:02:06,1,1,3,3,3,3,3,3,1
11723,116159,3,2,3,2,47,3,2,0,0,1,0:00:58,1,1,1,2,3,1,3,1,2,4,1,1,0:02:05,2,3,1,1,1,1,5,5,1
18130,248052,3,3,6,1,35,4,2,3,0,1,0:00:37,1,3,3,2,3,2,2,1,1,3,1,1,0:02:05,3,2,4,1,3,1,5,5,1
45663,468812,3,3,4,1,70,4,2,0,0,1,0:01:57,1,14,14,2,7,0,3,2,1,4,1,1,0:02:05,3,2,3,3,3,3,3,3,1
13962,144699,3,2,5,2,40,4,2,0,0,1,0:01:18,1,1,14,2,7,0,2,1,3,4,2,1,0:02:05,2,1,2,2,1,1,4,4,1
18728,262815,2,4,1,2,46,3,2,0,0,1,0:01:31,1,3,3,2,7,0,2,3,4,1,3,1,0:02:05,3,2,3,1,1,1,5,5,1
31519,384437,2,3,3,2,55,3,2,5,0,1,0:01:37,1,2,2,1,3,2,2,2,1,3,3,1,0:02:05,3,2,4,2,4,3,4,4,1
21768,313524,2,5,3,1,57,4,2,0,0,1,0:01:16,1,12,12,1,5,2,2,4,1,4,4,1,0:02:05,2,3,4,2,2,2,4,4,1
64664,553151,4,5,3,2,20,3,2,3,0,1,0:02:02,1,10,10,3,3,2,1,1,1,5,4,1,0:02:05,3,4,3,1,1,1,3,3,1
9807,93128,2,2,3,1,34,4,1,5,0,1,0:01:28,1,12,1,1,7,0,3,1,3,4,5,1,0:02:05,2,1,3,3,3,3,2,3,1
14415,151126,1,1,11,2,48,4,2,0,0,1,0:01:11,1,2,2,1,3,2,2,2,1,3,1,1,0:02:04,2,2,3,2,2,2,2,3,1
12568,125978,1,1,3,1,62,4,2,0,0,1,0:02:05,1,1,11,1,4,1,2,1,3,3,2,1,0:02:04,4,2,4,4,3,4,3,4,1
34752,404272,3,6,4,2,24,4,2,0,0,1,0:01:19,1,3,9,2,5,2,3,1,2,1,3,1,0:02:04,2,1,4,2,1,3,5,5,1
49446,482550,3,3,2,2,28,4,2,2,0,1,0:02:32,1,14,14,2,3,2,2,1,1,4,3,1,0:02:04,3,1,2,1,2,2,4,4,1
38289,432021,3,2,5,1,48,4,2,3,0,1,0:01:24,1,12,1,2,7,0,3,1,1,4,4,1,0:02:04,3,2,3,2,2,2,3,3,1
21587,312201,3,2,3,1,55,5,1,0,0,1,0:01:24,1,14,15,2,7,0,5,1,1,4,1,1,0:02:03,2,1,4,2,2,3,3,3,1
42883,458715,2,2,1,1,50,3,1,0,0,1,0:02:44,1,4,1,1,3,1,2,2,2,4,1,1,0:02:03,3,1,5,1,1,3,3,5,1
56033,510200,1,1,3,1,39,3,2,4,0,1,0:01:42,1,9,1,1,3,2,1,2,1,3,1,1,0:02:03,2,2,3,1,1,1,5,5,1
56956,523411,3,3,5,1,45,3,2,4,0,1,0:01:29,1,14,14,2,3,1,3,2,3,3,1,1,0:02:03,2,3,4,3,3,4,4,4,1
67160,560138,1,1,3,2,61,3,2,5,0,1,0:02:21,1,8,2,1,8,0,4,1,1,3,1,1,0:02:03,2,2,3,5,5,1,5,4,1
25926,351102,3,5,5,2,23,4,1,0,0,1,0:01:42,1,15,8,2,7,0,3,2,1,4,2,1,0:02:03,2,2,2,2,2,3,4,4,1
26818,356544,3,2,0,2,60,3,1,0,0,1,0:04:00,1,8,1,2,6,1,1,3,1,4,2,1,0:02:03,2,2,3,3,3,3,3,3,1
64131,550869,2,3,4,1,56,1,2,0,0,1,0:02:10,1,12,7,2,7,0,3,2,1,3,2,1,0:02:03,1,3,3,3,3,3,4,3,1
35860,415974,3,2,0,2,60,3,2,4,0,1,0:02:11,1,13,1,2,8,0,3,1,3,2,3,1,0:02:03,3,1,2,3,3,2,3,3,1
7416,64654,3,3,4,1,43,4,2,1,0,1,0:01:29,1,13,13,2,8,0,3,1,3,4,4,1,0:02:03,3,3,5,3,1,5,5,5,1
15050,159409,4,2,1,1,49,4,2,5,0,1,0:01:25,1,12,8,3,7,0,3,1,1,4,4,1,0:02:03,2,1,5,5,5,5,5,5,1
23501,332518,3,6,5,1,38,4,2,3,0,1,0:01:47,1,9,8,2,3,2,2,1,1,3,4,1,0:02:03,2,2,2,2,1,2,4,4,1
37281,424491,2,3,7,1,28,3,2,0,0,1,0:04:31,1,2,2,1,7,0,3,1,1,3,4,1,0:02:03,3,2,3,2,2,3,4,4,1
53434,496943,1,1,2,1,62,3,2,7,0,1,0:01:48,1,1,1,1,1,1,3,1,1,3,4,1,0:02:03,2,1,3,3,3,3,5,5,1
11899,118507,2,5,2,1,32,4,2,4,0,1,0:01:25,1,10,6,1,8,0,6,1,3,4,5,1,0:02:03,3,3,3,3,4,3,2,3,1
16305,197862,2,3,8,1,47,3,2,2,0,1,0:02:18,1,14,14,1,7,0,3,2,3,4,1,1,0:02:02,3,2,3,3,3,3,3,3,1
50692,486772,2,4,3,2,27,3,2,4,0,1,0:20:15,1,13,13,1,7,0,5,2,1,3,1,1,0:02:02,2,1,4,4,3,4,3,3,1
67805,561686,2,2,5,2,44,4,2,3,0,1,0:02:30,1,4,4,1,3,1,1,2,2,2,1,1,0:02:02,2,3,3,3,3,3,5,4,1
68435,563169,3,6,4,2,55,5,1,0,0,1,0:02:03,1,15,15,1,1,1,1,1,1,3,1,1,0:02:02,1,1,3,1,1,1,3,3,1
7586,66695,2,7,4,2,47,4,2,5,0,1,0:02:41,1,12,12,1,7,0,6,2,3,3,2,1,0:02:02,1,2,3,3,4,4,2,3,1
69426,565525,2,7,5,2,51,3,2,9,0,1,0:01:56,1,5,5,2,3,2,3,2,4,5,2,1,0:02:02,2,2,4,4,3,3,3,3,1
27420,361234,1,1,6,1,32,4,2,3,0,1,0:04:30,1,9,8,1,7,0,4,1,1,3,3,1,0:02:02,3,3,4,2,1,1,4,4,1
47457,475175,3,2,6,2,20,4,1,0,0,1,0:02:57,1,9,8,2,8,0,6,1,1,5,3,1,0:02:02,3,3,3,3,3,3,4,4,1
51307,488886,2,3,0,1,56,3,2,7,0,1,0:03:05,1,14,14,1,8,0,2,3,3,3,3,1,0:02:02,3,3,1,1,1,1,1,1,1
61456,540506,1,1,5,1,66,4,2,0,0,1,0:01:22,1,11,4,1,4,1,4,1,1,4,4,1,0:02:02,3,3,4,4,4,4,5,4,1
10446,100983,2,4,2,1,64,4,2,0,0,1,0:02:36,1,3,3,1,7,0,3,1,1,3,2,1,0:02:02,3,2,2,2,2,2,5,3,1
65909,557119,3,2,3,1,55,4,2,4,0,1,0:01:39,1,4,4,2,1,2,4,1,2,3,1,1,0:02:01,2,2,3,3,3,3,3,3,1
73259,573449,3,7,2,2,56,6,0,0,0,1,0:01:25,1,12,12,2,4,1,3,2,1,4,1,1,0:02:01,2,2,3,3,3,1,3,3,1
18319,252407,1,1,2,2,53,5,1,2,0,1,0:02:08,1,4,4,1,6,1,2,1,1,3,2,1,0:02:01,2,2,4,2,2,4,4,4,1
25068,344001,2,4,3,1,25,4,1,0,0,1,0:03:11,1,13,3,1,7,0,3,1,1,3,2,1,0:02:01,3,2,3,3,3,1,5,5,1
44051,463158,3,5,2,1,59,4,2,3,0,1,0:01:49,1,10,10,2,7,0,4,1,1,4,2,1,0:02:01,1,2,3,2,3,3,4,4,1
19088,273085,2,3,3,1,27,4,1,4,0,1,0:01:14,1,2,2,1,8,0,3,1,3,4,3,1,0:02:01,2,1,3,1,1,1,5,5,1
32498,390164,2,3,10,1,33,3,2,0,0,1,0:02:46,1,12,7,1,3,1,2,1,1,3,3,1,0:02:01,2,2,1,1,1,1,1,3,1
59078,531002,3,2,4,1,75,4,2,0,0,1,0:01:47,1,4,4,1,7,0,3,1,1,3,3,1,0:02:01,2,2,3,2,2,2,4,4,1
17413,227940,3,2,4,1,42,4,2,3,0,1,0:01:22,1,12,1,2,3,2,2,1,2,4,5,1,0:02:01,2,3,4,3,3,3,3,3,1
29709,374379,1,1,2,1,60,4,2,0,0,1,0:03:21,1,1,5,1,1,1,5,1,1,4,2,1,0:02:01,2,2,4,3,3,4,4,3,1
5430,34868,2,4,3,1,67,4,1,2,0,1,0:01:34,1,3,3,1,8,0,6,1,1,5,1,1,0:02:00,1,1,3,3,3,3,3,3,1
66170,557739,3,2,3,1,60,3,2,5,0,1,0:01:42,1,8,8,2,7,0,4,1,1,3,1,1,0:02:00,2,3,4,1,1,3,5,5,1
4420,22093,3,3,2,2,57,4,2,3,0,1,0:01:26,1,13,13,2,7,0,3,1,1,4,2,1,0:02:00,3,4,3,3,3,3,4,4,1
72192,571577,3,2,1,1,21,2,1,0,0,1,0:01:39,1,1,1,2,7,0,3,1,3,3,2,1,0:02:00,2,2,2,2,1,5,5,4,1
9234,85843,3,5,3,2,26,4,2,0,0,1,0:01:22,1,3,6,1,8,0,2,1,1,3,3,1,0:02:00,2,2,2,2,1,1,2,2,1
19195,276913,2,7,3,1,50,4,2,0,0,1,0:03:17,1,5,5,1,4,2,3,1,4,4,5,1,0:02:00,3,3,4,4,3,3,4,5,1
22639,325436,4,7,2,1,35,4,2,7,0,1,0:04:55,1,12,12,3,3,1,2,1,1,3,5,1,0:02:00,2,4,3,3,3,3,3,3,1
54623,503188,3,2,6,1,43,4,2,2,0,1,0:01:29,1,11,11,2,5,2,2,1,1,4,1,1,0:01:59,2,3,3,1,1,1,5,5,1
67493,560898,2,7,2,2,55,3,2,5,0,1,0:03:55,1,5,5,1,4,2,2,2,1,4,1,1,0:01:59,3,2,3,3,4,3,4,4,1
22063,319999,2,7,1,1,29,4,1,0,0,1,0:04:54,1,5,5,1,3,1,1,1,1,3,2,1,0:01:59,3,3,1,1,1,1,5,4,1
27600,362684,2,4,5,2,75,4,2,0,0,1,0:01:24,1,3,3,1,2,1,2,1,1,3,2,1,0:01:59,2,3,3,4,4,3,4,3,1
32565,390569,4,6,4,2,45,4,2,2,0,1,0:01:35,1,1,1,3,7,0,2,2,4,4,2,1,0:01:59,2,2,3,3,1,3,4,4,1
5325,33690,2,5,2,2,57,4,1,2,0,1,0:02:15,1,1,1,1,7,0,3,1,1,3,3,1,0:01:59,1,4,3,2,3,2,4,3,1
43748,462011,3,2,0,2,52,5,1,9,0,1,0:02:07,1,8,4,2,3,1,2,1,1,3,3,1,0:01:59,3,3,4,2,2,3,3,3,1
69617,565915,1,1,6,1,44,3,2,3,0,1,0:01:47,1,9,1,1,2,1,2,1,1,4,3,1,0:01:59,2,3,2,1,1,5,5,5,1
56532,521537,2,5,2,1,56,4,2,0,0,1,0:01:36,1,6,1,1,7,0,3,1,1,4,4,1,0:01:59,4,3,4,2,1,5,5,4,1
10744,104863,3,2,5,1,62,5,1,2,0,1,0:02:03,1,8,12,2,7,0,5,2,2,4,2,1,0:01:59,1,2,4,1,1,1,5,5,1
27040,357871,2,2,5,1,49,4,2,3,0,1,0:03:09,1,10,10,1,5,1,3,4,1,4,1,1,0:01:58,2,2,5,3,3,3,4,5,1
20760,303418,2,3,5,1,20,4,1,0,0,1,0:01:25,1,2,2,1,7,0,6,1,3,4,2,1,0:01:58,1,3,4,1,1,4,5,5,1
35762,413975,3,5,4,1,39,3,2,4,0,1,0:01:36,1,10,10,2,5,1,2,1,1,3,2,1,0:01:58,3,3,3,3,3,1,3,4,1
65670,556507,3,2,10,1,54,4,2,1,0,1,0:01:33,1,8,4,1,4,2,1,1,1,3,2,1,0:01:58,2,2,3,3,3,3,2,2,1
26125,352459,3,3,2,1,44,3,2,3,0,1,0:02:13,1,13,8,2,8,0,2,1,3,4,3,1,0:01:58,2,3,3,4,4,3,4,4,1
41990,454472,3,6,7,1,40,4,2,3,0,1,0:01:23,1,15,15,3,4,2,2,1,3,4,3,1,0:01:58,3,3,4,2,2,1,2,2,1
15278,162086,3,5,2,2,45,5,1,2,0,1,0:02:06,1,1,10,3,3,2,2,1,1,4,4,1,0:01:58,2,3,2,2,1,1,5,5,1
23030,328566,3,2,9,2,50,4,2,3,0,1,0:02:38,1,11,1,1,7,0,2,1,1,3,4,1,0:01:58,3,3,4,3,4,3,4,4,1
35843,415892,1,1,3,2,58,3,2,5,0,1,0:02:14,1,11,1,1,3,2,3,2,2,1,5,1,0:01:58,1,2,3,3,3,3,3,3,1
29358,372389,3,7,5,2,39,3,2,0,0,1,0:03:37,1,12,12,2,8,0,3,2,1,4,1,1,0:01:57,3,3,3,3,2,1,1,1,1
39173,438549,3,2,3,2,53,2,2,5,0,1,0:01:56,1,9,9,2,3,2,4,1,1,4,2,1,0:01:57,3,1,2,2,1,1,3,2,1
27002,357680,4,6,8,2,42,4,2,1,0,1,0:01:31,1,8,8,3,7,0,2,1,2,5,3,1,0:01:57,1,2,2,2,2,2,4,4,1
42708,457948,2,3,11,2,28,4,2,2,0,1,0:02:33,1,10,10,2,3,1,2,1,1,3,4,1,0:01:57,1,1,3,3,3,3,3,3,1
52708,494155,1,1,11,2,20,4,1,0,0,1,0:01:51,1,5,5,1,8,0,3,1,3,5,4,1,0:01:57,2,4,2,2,2,2,4,4,1
68930,564328,1,1,2,2,52,3,1,0,0,1,0:02:18,1,11,6,1,8,0,3,1,1,5,4,1,0:01:57,3,3,3,3,3,3,3,3,1
10002,95569,4,6,2,2,47,3,2,0,0,1,0:02:11,1,14,2,1,7,0,3,1,2,3,5,1,0:01:57,3,3,4,4,4,3,3,4,1
15593,169302,2,5,4,1,58,4,2,0,0,1,0:01:45,1,6,9,1,7,0,4,1,1,4,5,1,0:01:57,2,3,5,5,1,1,5,5,1
68577,563505,2,2,4,1,47,3,2,4,0,1,0:01:42,1,10,4,1,7,0,3,1,1,2,5,1,0:01:57,3,2,5,2,1,1,5,5,1
69543,565746,4,6,1,1,36,2,2,2,0,1,0:01:43,1,14,9,3,7,0,2,2,2,3,4,1,0:01:57,2,2,3,3,3,3,3,3,1
61735,541531,3,3,3,1,48,3,1,0,0,1,0:01:31,1,14,14,2,6,1,3,3,2,4,2,1,0:01:56,3,2,3,5,3,3,4,3,1
65404,555712,2,2,3,2,44,3,2,0,0,1,0:01:43,1,4,4,1,3,2,2,1,1,3,2,1,0:01:56,1,2,4,2,2,2,4,4,1
26933,357215,3,2,2,2,30,3,1,2,0,1,0:01:02,1,8,8,2,8,0,6,2,1,3,3,1,0:01:56,3,3,3,3,1,3,3,3,1
57145,524297,4,6,4,1,34,4,2,4,0,1,0:05:00,1,9,9,3,3,1,4,1,1,3,3,1,0:01:56,2,1,3,2,2,2,5,5,1
63612,548825,3,2,5,1,53,3,2,3,0,1,0:01:12,1,8,1,2,7,0,5,1,1,3,4,1,0:01:56,2,1,5,5,5,5,5,5,1
21018,306285,1,1,11,1,57,4,2,0,0,1,0:02:08,1,1,12,1,3,1,3,1,1,3,5,1,0:01:56,2,3,5,3,3,3,5,5,1
52892,494747,3,3,3,2,45,3,2,0,0,1,0:02:35,1,14,14,2,3,2,2,1,1,3,5,1,0:01:56,3,2,3,2,3,3,4,3,1
53936,499492,2,7,3,2,48,5,1,2,0,1,0:01:54,1,5,5,1,5,2,1,1,1,3,5,1,0:01:56,2,1,3,3,1,4,5,3,1
3987,17553,1,1,3,1,63,5,1,2,0,1,0:01:11,1,1,1,1,2,1,4,1,1,4,1,1,0:01:55,2,3,4,5,5,5,5,5,1
46379,471176,4,6,5,1,44,3,2,1,0,1,0:03:09,1,15,15,3,7,0,3,1,1,3,1,1,0:01:55,2,2,3,3,2,2,4,4,1
50523,486216,2,3,5,1,36,4,2,5,0,1,0:00:52,1,2,2,1,3,1,2,2,1,3,1,1,0:01:55,2,2,4,3,4,3,4,4,1
73269,573463,3,2,1,2,43,5,1,0,0,1,0:01:01,1,8,13,2,5,2,2,1,1,3,1,1,0:01:55,2,3,3,3,3,3,4,4,1
67214,560269,3,2,1,2,58,3,2,2,0,1,0:03:40,1,8,1,2,8,0,3,2,1,4,2,1,0:01:55,2,2,3,3,3,3,3,3,1
4132,18803,3,2,3,1,63,4,2,3,0,1,0:01:56,1,1,1,1,1,2,4,1,1,4,3,1,0:01:55,3,3,4,4,1,4,4,5,1
71630,570327,4,6,0,2,42,1,2,9,0,1,0:01:49,1,12,1,3,4,1,6,3,1,4,3,1,0:01:55,3,3,4,4,5,3,4,3,1
43857,462365,3,7,2,2,56,3,2,3,0,1,0:04:04,1,11,11,2,7,0,2,2,3,4,4,1,0:01:55,3,2,5,4,4,5,5,5,1
15802,178901,4,7,2,1,45,1,2,6,0,1,0:01:27,1,12,12,3,4,2,2,1,3,4,5,1,0:01:55,4,1,3,2,2,2,2,4,1
60597,536916,3,3,4,1,21,4,1,0,0,1,0:01:10,1,13,13,2,3,1,2,1,1,4,5,1,0:01:55,1,3,3,3,1,2,3,4,1
29496,373121,1,1,3,2,62,4,2,0,0,1,0:01:40,1,1,15,1,2,1,3,2,1,3,1,1,0:01:54,3,3,4,4,4,4,4,4,1
64248,551385,3,2,0,1,49,3,2,0,0,1,0:01:16,1,9,1,2,7,0,6,1,4,3,1,1,0:01:54,2,1,3,1,1,5,3,3,1
67604,561172,2,2,5,2,34,4,2,4,0,1,0:02:31,1,14,4,1,7,0,2,2,1,4,1,1,0:01:54,2,1,3,2,2,1,4,5,1
57178,524416,2,5,5,2,20,4,1,0,0,1,0:00:52,1,10,10,3,7,0,6,1,1,4,2,1,0:01:54,1,1,2,2,3,3,3,4,1
71784,570665,3,5,2,1,35,3,2,4,0,1,0:01:31,1,9,9,2,6,2,4,1,3,2,2,1,0:01:54,2,2,4,3,2,1,5,4,1
51988,491447,3,6,3,1,51,4,1,0,0,1,0:02:56,1,9,9,2,4,1,2,1,2,3,3,1,0:01:54,2,2,1,2,1,2,5,5,1
59490,532488,2,2,1,2,44,3,2,4,0,1,0:03:12,1,4,16,1,3,1,1,2,1,1,3,1,0:01:54,2,2,4,4,3,3,4,5,1
6097,44418,3,5,3,1,29,4,1,0,0,1,0:01:15,1,3,10,2,8,0,4,1,4,3,5,1,0:01:54,2,3,4,3,1,2,3,2,1
26288,353406,3,7,4,2,28,4,2,3,0,1,0:01:08,1,11,11,2,8,0,2,1,1,3,5,1,0:01:54,3,2,3,2,1,4,4,5,1
55382,506677,3,3,5,2,21,4,1,0,0,1,0:10:02,1,14,14,2,7,0,2,3,1,4,1,1,0:01:53,2,1,4,3,3,3,3,4,1
72997,573114,3,7,0,1,54,5,1,0,0,1,0:01:55,1,11,11,2,3,2,2,1,1,4,1,1,0:01:53,2,3,2,2,1,1,2,2,1
3879,16711,3,6,0,2,34,5,1,0,0,1,0:00:44,1,9,9,2,8,0,6,1,2,4,2,1,0:01:53,2,1,4,4,4,2,4,4,1
10535,102291,1,1,5,2,47,4,2,2,0,1,0:01:43,1,1,1,2,7,0,2,1,3,4,2,1,0:01:53,3,2,3,3,3,3,3,2,1
54091,500163,2,3,4,2,46,4,2,2,0,1,0:00:58,1,2,2,1,3,1,2,1,1,3,2,1,0:01:53,2,1,3,4,4,3,4,4,1
67148,560109,3,2,2,2,59,3,2,2,0,1,0:02:46,1,5,5,1,4,1,3,1,1,4,2,1,0:01:53,1,1,3,3,3,3,3,5,1
33205,394564,3,5,4,2,44,3,2,5,0,1,0:05:17,1,10,10,2,8,0,4,3,1,3,3,1,0:01:53,3,2,3,1,1,1,4,4,1
54105,500287,2,5,1,2,25,4,1,0,0,1,0:02:42,1,14,14,1,3,2,2,1,1,4,3,1,0:01:53,2,1,1,1,1,1,5,5,1
29470,372976,2,2,4,2,59,3,2,4,0,1,0:04:16,1,13,13,1,1,2,3,1,1,4,4,1,0:01:53,3,2,3,3,3,4,4,4,1
34748,404263,2,2,4,1,44,3,2,3,0,1,0:00:56,1,4,4,1,8,0,1,2,3,2,4,1,0:01:53,2,3,4,4,4,4,5,3,1
64048,550552,3,3,4,1,43,3,2,4,0,1,0:04:46,1,14,14,2,7,0,3,1,1,3,4,1,0:01:53,3,2,4,4,4,3,4,4,1
22062,319977,3,2,3,1,25,4,1,0,0,1,0:03:17,1,8,8,1,7,0,3,2,1,5,1,1,0:01:52,2,1,2,3,1,2,2,3,1
21219,308589,2,2,2,2,54,1,2,5,0,1,0:01:18,1,4,10,1,8,0,4,1,1,4,2,1,0:01:52,1,2,3,3,3,4,3,3,1
28292,366545,3,2,4,1,51,4,2,4,0,1,0:01:14,1,11,11,2,3,2,3,1,1,3,2,1,0:01:52,2,3,2,2,2,3,2,2,1
46312,470945,2,7,11,2,49,4,2,5,0,1,0:01:26,1,12,5,1,3,2,2,1,1,4,3,1,0:01:52,3,3,3,3,3,4,5,5,1
63911,550081,3,3,2,1,57,4,2,0,0,1,0:01:17,1,2,2,2,5,1,1,2,1,4,3,1,0:01:52,3,1,3,3,3,3,3,3,1
12222,122174,3,2,3,1,22,4,1,0,0,1,0:00:48,1,8,8,2,3,1,3,1,1,4,4,1,0:01:52,1,2,3,1,1,1,5,5,1
72334,571847,1,1,6,1,53,3,2,0,0,1,0:01:37,1,1,1,1,7,0,3,2,1,4,4,1,0:01:52,2,2,5,1,1,1,5,5,1
5173,31799,1,1,5,1,42,4,2,5,0,1,0:01:29,1,1,1,1,3,1,2,1,1,3,5,1,0:01:52,2,1,3,3,3,2,4,4,1
14128,146925,3,5,5,1,37,3,2,4,0,1,0:02:07,1,10,10,2,7,0,3,1,3,4,5,1,0:01:52,3,2,3,2,3,1,2,3,1
19901,292040,1,1,9,1,40,4,2,2,0,1,0:15:07,1,14,1,1,5,1,2,1,1,4,5,1,0:01:52,3,3,2,2,1,2,4,5,1
56738,522506,1,1,11,2,34,3,2,0,0,1,0:01:33,1,15,8,2,7,0,3,1,4,1,5,1,0:01:52,2,3,1,1,1,1,5,3,1
23997,336453,3,6,2,1,47,4,2,0,0,1,0:01:19,1,1,1,2,5,1,1,1,1,3,1,1,0:01:51,1,2,2,2,1,3,5,5,1
40007,443022,3,6,3,1,58,4,2,2,0,1,0:12:17,1,1,1,2,2,2,4,1,1,3,1,1,0:01:51,3,2,4,4,4,3,5,4,1
72911,573000,3,2,11,2,41,4,2,1,0,1,0:02:42,1,3,1,1,3,2,2,1,1,3,1,1,0:01:51,3,2,5,5,1,3,5,4,1
31290,383063,3,6,7,1,49,4,2,3,0,1,0:01:17,1,1,1,2,3,1,2,1,1,4,2,1,0:01:51,2,2,5,5,4,4,5,5,1
39897,442463,2,5,1,1,60,4,2,0,0,1,0:01:26,1,6,6,1,2,2,4,1,1,3,2,1,0:01:51,3,3,4,4,3,3,5,5,1
42896,458749,2,3,3,2,44,6,0,0,0,1,0:18:37,1,2,1,1,7,0,3,1,1,3,2,1,0:01:51,3,4,3,3,3,3,3,3,1
67169,560161,4,3,4,1,51,4,2,3,0,1,0:01:30,1,13,13,3,8,0,6,1,1,3,2,1,0:01:51,2,2,4,4,4,4,4,4,1
51394,489252,2,4,2,2,23,4,1,3,0,1,0:02:07,1,3,3,1,3,2,3,2,1,3,3,1,0:01:51,2,2,2,2,2,1,4,4,1
63652,549017,2,2,3,1,59,2,2,0,0,1,0:02:39,1,11,10,3,7,0,3,1,3,4,4,1,0:01:51,1,1,3,3,4,5,5,3,1
30280,377423,4,7,2,2,33,4,2,3,0,1,0:00:47,1,11,11,3,7,0,3,1,1,4,5,1,0:01:51,2,4,2,2,1,2,4,4,1
64980,554344,2,4,10,2,39,3,2,9,0,1,0:02:35,1,3,3,1,8,0,6,1,1,2,5,1,0:01:51,1,3,3,3,3,2,4,3,1
70233,567253,1,1,7,1,72,3,2,0,0,1,0:05:26,1,10,1,2,7,0,5,1,1,3,5,1,0:01:51,2,2,3,3,3,3,3,3,1
44661,465413,3,2,0,2,68,2,2,9,0,1,0:03:24,1,10,10,3,1,2,1,1,1,4,2,1,0:01:51,2,1,5,5,1,1,3,3,1
4480,22848,1,1,4,2,26,4,2,3,0,1,0:02:42,1,9,10,3,3,1,3,2,1,3,1,1,0:01:50,3,2,3,4,1,1,4,4,1
32955,393061,2,2,2,1,56,5,1,3,0,1,0:01:19,1,3,3,1,3,1,2,1,1,3,1,1,0:01:50,2,1,3,4,4,3,3,3,1
58850,530228,1,1,4,2,48,4,1,5,0,1,0:02:25,1,9,1,1,7,0,3,1,1,3,1,1,0:01:50,3,2,3,4,2,4,4,4,1
62234,543356,2,4,0,2,47,6,0,9,0,1,0:02:04,1,10,10,1,3,2,3,2,1,4,1,1,0:01:50,1,1,3,2,2,3,2,3,1
11268,110942,3,2,6,1,26,4,1,0,0,1,0:04:51,1,1,8,2,4,2,3,2,1,3,2,1,0:01:50,2,2,2,2,2,2,4,4,1
63351,547604,2,5,1,2,51,5,1,9,0,1,0:01:18,1,10,8,1,3,1,2,1,1,4,3,1,0:01:50,2,3,4,2,2,2,5,4,1
32232,388644,1,1,2,2,59,3,2,4,0,1,0:01:45,1,10,1,1,8,0,1,1,1,3,4,1,0:01:50,2,3,2,2,2,2,3,4,1
70593,568063,1,1,2,2,22,4,1,0,0,1,0:02:09,1,5,1,1,5,2,2,2,1,4,5,1,0:01:50,2,2,1,1,2,5,5,4,1
39491,440310,2,7,2,2,66,3,2,9,0,1,0:02:33,1,5,5,1,3,1,1,2,1,3,1,1,0:01:49,2,2,5,5,5,4,5,3,1
51187,488502,2,5,3,2,43,3,2,3,0,1,0:03:58,1,10,1,1,7,0,2,1,1,3,1,1,0:01:49,3,1,4,4,4,4,4,3,1
63284,547290,3,3,4,1,51,3,2,6,0,1,0:01:25,1,14,14,2,6,1,1,1,2,3,1,1,0:01:49,3,1,4,2,2,2,4,3,1
33626,397164,2,4,5,1,60,4,1,5,0,1,0:01:27,1,3,13,1,3,2,3,2,3,3,2,1,0:01:49,2,2,3,3,3,3,3,3,1
