"","reg5","reg7","income","gender","age","edu1","edu2","occ","group","pq1","pq2","pq3","pq4","partyID","pq6","ideology","pq8","pq9","pq10","treat","direct","indirect","q3","q4","q5","q6","q7","q8","q9","party","party_f","party_lib","party_con","ideo_f","ideo_con","ideo_lib","college","korean_war","men"
"503",1,1,3,2,53,4,1,5,0,1,1,1,1,3,1,"Lib",2,1,2,3,3,2,3,4,2,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"504",3,2,2,2,52,5,1,2,0,1,1,1,1,7,0,"Moderate",3,3,2,4,2,2,4,2,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"505",2,5,2,2,48,3,2,3,0,1,6,13,2,7,0,"Moderate",1,1,4,5,3,3,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"506",3,3,0,2,40,3,1,9,0,1,14,14,2,8,0,"Moderate",1,3,5,1,3,2,3,3,3,4,3,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"507",3,2,3,1,40,6,0,2,0,1,10,1,2,7,0,"Lib",1,4,3,2,3,2,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"508",2,3,0,2,65,3,2,9,0,1,7,7,1,3,1,"Lib",2,1,4,1,2,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,1,0
"509",2,2,3,1,47,4,1,2,0,1,12,8,1,5,1,"Lib",1,1,3,2,3,3,2,2,2,4,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"510",1,1,3,2,59,5,1,1,0,1,8,15,2,3,1,"Lib",1,1,4,3,3,3,3,1,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"511",3,3,4,1,40,4,2,3,0,1,14,14,2,3,2,"Lib",1,2,4,4,1,1,3,3,3,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"512",2,3,0,2,45,6,0,9,0,1,3,2,1,7,0,"Moderate",1,1,3,4,2,3,4,3,2,2,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"513",1,1,11,1,58,4,2,3,0,1,13,13,1,3,2,"Lib",1,1,3,5,3,3,4,2,4,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"514",3,2,2,2,54,3,2,0,0,1,8,8,2,7,0,"Don't know",2,1,4,5,3,2,4,1,1,1,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"515",3,6,4,1,56,3,2,3,0,1,9,9,2,3,2,"Lib",2,2,4,2,3,2,2,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"516",1,1,2,1,72,4,2,0,0,1,1,12,1,7,0,"Lib",1,1,3,4,2,3,4,4,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,1,1
"517",3,2,1,2,68,3,2,0,0,1,12,12,1,3,2,"Lib",1,4,4,2,3,4,4,3,2,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,1,0
"518",3,2,2,1,20,3,1,3,0,1,1,1,2,7,0,"Lib",1,1,4,4,3,4,3,2,2,2,4,3,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"519",3,2,8,1,25,4,1,5,0,1,8,8,2,3,1,"Lib",1,1,5,5,3,2,5,4,4,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"520",1,1,8,1,37,4,2,0,0,1,12,1,2,4,2,"Lib",1,1,5,1,3,3,1,1,1,1,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"521",3,7,1,2,61,4,2,9,0,1,1,1,2,2,2,"Con",2,1,4,1,2,2,4,3,2,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"522",3,5,4,2,52,4,1,0,0,1,6,6,2,8,0,"Lib",2,3,3,1,3,2,1,1,1,1,4,4,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"523",2,3,7,1,43,4,2,4,0,1,13,2,1,7,0,"Moderate",2,1,4,2,1,1,4,4,3,3,5,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"524",2,3,2,1,46,3,2,4,0,1,13,4,1,5,2,"Lib",1,1,3,2,3,3,3,1,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"525",3,2,4,1,63,5,1,2,0,1,11,11,2,7,0,"Con",1,1,4,3,3,3,4,3,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"526",1,1,5,1,40,4,1,5,0,1,11,1,1,8,0,"Moderate",1,1,5,3,2,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"527",3,7,2,1,66,4,2,3,0,1,11,11,2,3,2,"Moderate",1,1,3,4,1,4,3,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,1,1
"528",4,2,2,1,54,4,2,0,0,1,15,8,3,7,0,"Con",2,1,3,4,2,2,3,1,1,1,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"529",4,2,5,2,68,3,2,0,0,1,8,8,3,6,2,"Don't know",1,3,1,5,2,2,3,3,3,3,3,1,1,"Others","Others",0,0,"Don't know",0,0,0,1,0
"530",2,3,4,1,54,5,1,3,0,1,14,14,1,7,0,"Con",1,1,3,4,3,4,4,2,2,4,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"531",3,6,4,1,63,4,2,4,0,1,13,15,2,7,0,"Con",1,1,3,4,2,2,3,2,2,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"532",2,5,3,1,37,4,2,5,0,1,6,6,1,3,2,"Moderate",1,1,3,5,3,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"533",4,3,0,2,39,6,0,0,0,1,8,13,3,5,1,"Lib",1,4,4,5,3,3,5,5,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"534",3,2,3,1,38,3,1,4,0,1,8,8,2,7,0,"Lib",1,1,3,1,2,2,3,3,3,4,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"535",1,1,4,2,28,4,2,2,0,1,11,1,1,7,0,"Lib",2,1,3,1,2,2,2,2,2,2,5,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"536",2,5,2,2,25,3,2,3,0,1,6,6,1,7,0,"Moderate",2,1,4,2,2,2,2,1,1,3,4,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"537",4,3,2,1,48,4,2,6,0,1,8,1,3,3,1,"Moderate",1,1,4,3,2,2,4,2,1,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"538",4,6,0,2,62,3,2,9,0,1,11,11,3,7,0,"Moderate",2,1,4,3,3,4,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"539",3,2,2,1,52,4,2,4,0,1,8,8,2,7,0,"Moderate",1,1,3,4,2,3,3,3,2,1,4,2,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"540",3,2,2,1,48,6,0,3,0,1,1,1,2,7,0,"Moderate",1,3,4,4,4,3,3,3,1,1,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"541",3,2,4,2,59,3,1,0,0,1,8,12,3,3,1,"Lib",2,1,3,5,3,2,3,3,3,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"542",2,5,2,1,55,4,2,2,0,1,9,6,1,3,1,"Lib",1,1,4,1,2,3,4,4,4,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"543",3,3,2,2,47,3,1,0,0,1,9,13,2,3,2,"Lib",1,3,3,1,3,2,3,3,4,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"544",2,3,3,1,49,3,2,5,0,1,2,2,1,1,2,"Moderate",1,4,4,2,2,2,3,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,1
"545",3,5,1,2,30,4,2,0,0,1,10,1,1,7,0,"Lib",3,1,5,2,2,2,3,3,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"546",3,2,3,1,54,5,1,2,0,1,7,1,2,7,0,"Moderate",1,4,3,2,3,3,3,2,2,2,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"547",3,2,3,2,59,3,2,5,0,1,10,10,3,3,2,"Lib",1,1,4,2,2,2,2,1,1,1,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"548",1,1,5,2,42,3,2,3,0,1,8,1,1,5,2,"Lib",4,2,4,3,2,3,5,1,2,4,5,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"549",3,2,5,2,61,3,2,9,0,1,1,1,1,1,1,"Lib",1,1,3,3,2,3,1,1,1,1,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"550",3,7,4,2,39,4,2,2,0,1,11,11,2,3,2,"Don't know",1,1,1,4,2,2,2,2,2,2,3,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Don't know",0,0,1,0,0
"551",3,2,1,2,54,5,1,0,0,1,13,1,2,7,0,"Con",1,1,3,3,3,2,3,2,1,3,4,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"552",2,5,2,2,34,4,2,4,0,1,6,6,1,7,0,"Lib",2,1,4,1,3,2,2,2,1,2,5,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"553",3,2,3,1,54,5,1,5,0,1,8,1,1,3,1,"Lib",1,1,3,3,3,2,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"554",1,1,5,1,40,3,2,4,0,1,15,15,1,7,0,"Con",4,3,4,3,1,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"555",3,2,3,1,62,2,2,4,0,1,3,10,2,1,1,"Lib",1,1,3,5,2,3,3,3,3,3,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"556",2,2,5,1,42,2,2,3,0,1,4,8,1,8,0,"Moderate",2,3,3,2,2,2,4,2,2,2,5,5,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,1
"557",1,1,6,2,48,3,2,5,0,1,11,11,1,8,0,"Con",1,1,3,2,2,2,4,3,3,3,4,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"558",2,5,4,1,35,4,2,4,0,1,6,6,1,3,1,"Moderate",2,1,5,3,3,3,3,3,2,3,2,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"559",3,6,4,1,40,4,2,4,0,1,15,1,2,7,0,"Lib",1,3,4,3,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"560",1,1,3,2,53,6,0,5,0,1,12,12,1,7,0,"Don't know",2,1,3,3,2,2,3,1,1,1,5,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"561",2,2,4,2,47,4,2,3,0,1,12,12,1,7,0,"Lib",1,1,5,5,3,2,3,3,3,3,4,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"562",3,6,11,1,35,4,2,0,0,1,9,9,2,7,0,"Moderate",2,3,4,5,3,2,3,3,1,1,1,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"563",2,5,3,2,53,3,2,2,0,1,6,6,1,8,0,"Don't know",3,1,3,5,2,1,3,3,3,2,3,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"564",3,2,4,2,53,5,1,0,0,1,8,8,3,7,0,"Moderate",1,1,4,5,2,2,3,3,2,2,2,2,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"565",2,7,4,2,38,3,2,2,0,1,12,12,1,4,2,"Moderate",2,2,4,2,2,1,3,2,2,2,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"566",1,1,3,2,53,5,1,3,0,1,8,1,1,4,2,"Con",1,1,3,2,3,3,2,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"567",4,3,2,1,39,3,2,0,0,1,13,10,3,7,0,"Don't know",2,3,5,5,2,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"568",1,1,5,2,33,4,1,5,0,1,11,11,2,7,0,"Moderate",2,1,2,5,1,4,5,4,4,4,5,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"569",3,3,3,1,54,5,1,0,0,1,12,2,2,2,1,"Con",1,1,4,1,1,2,5,5,5,5,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"570",3,2,1,2,34,6,0,0,0,1,8,8,2,7,0,"Don't know",1,2,4,1,2,2,2,2,1,2,4,4,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"571",3,2,3,1,68,4,2,3,0,1,12,1,2,5,2,"Lib",3,3,4,2,3,2,4,2,1,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,1
"572",2,3,4,1,28,4,2,4,0,1,11,7,1,4,2,"Lib",1,1,3,2,3,2,3,2,1,1,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"573",1,1,5,2,38,4,2,0,0,1,13,3,1,3,2,"Lib",1,1,4,3,1,3,2,1,1,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"574",3,6,3,1,60,4,2,1,0,1,9,9,2,7,0,"Con",1,4,3,3,3,2,5,1,1,1,5,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"575",3,7,4,2,44,3,2,0,0,1,16,16,2,3,1,"Lib",1,2,4,3,3,4,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"576",3,2,4,1,42,3,2,4,0,1,14,14,1,2,1,"Con",1,2,4,4,3,3,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,1
"577",1,1,0,2,52,4,2,0,0,1,12,12,1,8,0,"Lib",1,1,3,5,2,2,3,2,2,2,5,5,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"578",4,7,3,2,55,3,2,5,0,1,13,3,1,1,2,"Con",1,1,3,5,2,2,1,1,1,1,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,0
"579",3,2,3,1,58,4,2,5,0,1,10,10,2,3,1,"Moderate",1,1,3,1,3,2,4,2,2,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"580",2,4,4,1,54,5,1,1,0,1,14,3,1,8,0,"Moderate",1,1,4,1,2,3,2,2,2,2,2,2,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"581",2,3,5,1,46,3,2,3,0,1,2,2,1,7,0,"Moderate",1,1,3,2,3,3,4,4,2,3,4,2,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"582",2,4,2,2,46,5,1,1,0,1,3,3,1,7,0,"Moderate",1,1,4,3,3,3,3,3,3,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"583",4,6,2,1,46,4,2,6,0,1,10,15,3,3,1,"Lib",1,1,3,4,2,2,4,3,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"584",3,5,0,2,61,3,2,9,0,1,2,2,2,3,2,"Lib",2,1,3,4,2,1,2,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"585",2,4,5,2,55,4,1,9,0,1,13,13,1,7,0,"Don't know",1,2,4,4,3,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"586",3,2,7,2,35,3,2,5,0,1,9,12,2,3,2,"Moderate",1,2,5,1,3,2,3,2,1,1,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"587",3,7,3,2,58,2,2,4,0,1,11,1,2,3,2,"Moderate",2,3,3,1,1,1,3,3,3,3,1,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"588",1,1,5,1,32,4,1,5,0,1,12,1,1,1,1,"Moderate",2,1,3,3,3,3,1,1,1,5,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"589",2,3,0,2,55,6,0,9,0,1,2,2,1,3,2,"Con",1,3,4,3,3,2,3,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"590",4,2,3,1,45,4,2,3,0,1,8,15,3,3,1,"Lib",1,1,3,5,2,2,5,4,5,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"591",3,2,6,1,50,3,2,5,0,1,15,8,2,8,0,"Don't know",1,1,3,5,2,2,4,4,4,4,4,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,1
"592",3,2,3,2,27,2,1,9,0,1,8,4,2,3,2,"Con",2,3,4,5,1,2,3,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"593",4,2,3,1,38,3,2,4,0,1,9,9,2,7,0,"Don't know",1,1,3,5,2,2,3,3,2,3,4,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"594",3,7,0,2,56,6,0,9,0,1,12,12,2,4,2,"Don't know",2,1,3,2,1,4,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Don't know",0,0,0,0,0
"595",2,5,3,2,41,4,2,0,0,1,6,5,1,7,0,"Lib",1,4,5,2,2,1,4,2,1,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"596",1,1,3,2,66,3,2,5,0,1,2,1,1,7,0,"Con",1,2,3,2,2,3,3,1,1,3,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,1,0
"597",3,5,5,1,31,3,2,4,0,1,10,2,2,3,2,"Moderate",1,1,5,2,3,3,4,1,1,3,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"598",2,4,3,2,36,4,2,0,0,1,13,3,1,7,0,"Con",1,3,4,3,2,2,5,4,3,4,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"599",1,1,1,2,59,4,2,0,0,1,1,1,1,8,0,"Moderate",1,1,3,3,1,1,3,2,1,1,1,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,0
"600",3,2,3,1,54,3,2,6,0,1,8,1,2,1,2,"Lib",1,2,3,3,1,3,3,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"601",3,2,11,2,53,3,2,5,0,1,1,1,2,3,2,"Moderate",1,1,3,3,2,3,3,4,1,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"602",1,1,5,2,63,4,2,0,0,1,1,1,1,4,2,"Con",1,1,4,4,2,2,5,3,3,3,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"603",4,7,1,1,68,5,1,0,0,1,12,12,3,8,0,"Don't know",1,1,2,4,3,1,4,4,4,3,5,5,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,1,1
"604",1,1,4,2,54,3,2,5,0,1,6,1,1,4,1,"Lib",3,1,3,5,2,2,3,2,2,1,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"605",2,4,10,2,43,4,2,3,0,1,3,3,1,3,2,"Lib",2,1,3,1,2,2,3,4,1,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"606",4,2,2,1,57,4,2,0,0,1,13,13,3,3,2,"Lib",2,1,3,1,2,1,3,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"607",3,2,1,2,53,4,2,5,0,1,14,14,2,7,0,"Moderate",3,1,3,1,3,2,1,2,2,1,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"608",2,4,2,1,34,4,2,2,0,1,3,3,1,8,0,"Don't know",1,1,4,4,1,2,3,4,3,2,4,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,1
"609",1,1,4,1,56,3,2,4,0,1,8,1,1,1,1,"Con",2,2,3,4,3,3,5,4,5,5,2,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,1
"610",3,6,3,2,49,4,2,9,0,1,1,15,2,3,2,"Moderate",1,1,4,5,3,2,4,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"611",2,7,1,1,45,5,1,0,0,1,9,9,1,7,0,"Moderate",2,1,5,1,2,1,3,3,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"612",1,1,4,1,40,4,2,5,0,1,11,1,1,7,0,"Lib",1,1,4,2,2,2,3,3,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"613",3,2,7,2,56,6,0,5,0,1,14,1,2,8,0,"Con",1,3,3,2,3,3,3,3,2,2,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"614",3,6,3,2,43,3,2,5,0,1,13,1,2,7,0,"Moderate",2,1,3,3,2,3,4,4,2,2,3,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"615",1,1,2,1,59,3,2,5,0,1,13,1,1,3,1,"Lib",1,1,3,3,2,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"616",3,5,2,2,36,3,2,0,0,1,10,10,2,7,0,"Moderate",1,2,5,3,2,2,4,3,4,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"617",4,2,3,2,36,4,2,2,0,1,1,1,3,7,0,"Lib",2,1,3,3,1,3,3,2,1,1,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"618",3,2,6,1,45,4,2,4,0,1,11,1,2,3,1,"Lib",1,1,2,4,2,1,4,4,3,3,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"619",3,6,3,1,53,3,2,3,0,1,9,1,1,7,0,"Don't know",1,1,3,4,2,2,4,1,3,3,4,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"620",1,1,5,2,37,4,1,2,0,1,1,1,1,3,2,"Lib",1,1,2,4,3,2,4,2,1,2,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"621",2,2,2,2,27,2,2,5,0,1,8,4,1,7,0,"Lib",2,1,3,2,3,2,3,1,1,2,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"622",3,2,3,1,65,4,1,5,0,1,13,8,2,8,0,"Moderate",1,1,2,2,1,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,1,1
"623",2,5,3,1,50,4,2,5,0,1,9,9,1,7,0,"Moderate",1,1,3,3,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"624",1,1,2,2,56,3,2,0,0,1,1,1,1,3,2,"Lib",1,1,4,3,3,3,4,4,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"625",1,1,4,1,59,5,1,2,0,1,1,1,1,7,0,"Moderate",2,4,4,4,1,3,4,2,4,4,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"626",3,2,2,2,54,3,2,0,0,1,8,8,2,4,2,"Con",2,1,1,4,2,2,4,3,1,1,1,1,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,0
"627",3,2,5,1,50,3,2,3,0,1,12,12,2,3,1,"Moderate",2,1,3,5,2,4,3,3,3,3,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"628",2,2,5,2,46,3,2,4,0,1,12,1,2,7,0,"Moderate",1,3,4,5,3,3,3,3,2,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"629",3,2,2,1,57,3,2,4,0,1,8,8,2,7,0,"Con",1,1,5,1,2,1,3,3,3,4,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"630",3,7,6,1,31,4,2,3,0,1,12,12,2,8,0,"Lib",1,4,1,1,1,1,1,1,2,2,2,2,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,1
"631",3,2,4,2,60,5,1,2,0,1,8,1,1,7,0,"Moderate",2,1,4,3,2,3,3,3,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"632",3,7,2,2,64,3,2,0,0,1,11,11,2,3,2,"Con",1,1,3,3,3,3,4,2,2,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"633",3,6,7,2,37,4,2,3,0,1,9,9,2,8,0,"Don't know",2,1,4,3,2,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"634",2,3,3,2,56,5,1,1,0,1,2,2,1,7,0,"Con",1,1,4,3,2,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"635",1,1,1,2,24,4,2,4,0,1,10,10,1,3,2,"Lib",1,1,3,4,2,1,3,3,1,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"636",2,3,3,2,66,4,2,0,0,1,12,2,1,3,1,"Lib",1,1,4,5,2,2,3,2,1,1,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,0
"637",4,5,4,1,37,4,2,3,0,1,10,10,3,7,0,"Moderate",1,1,4,5,3,2,2,2,1,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"638",2,2,5,1,56,4,2,0,0,1,4,11,1,4,1,"Moderate",2,1,3,2,3,3,4,2,2,2,2,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"639",1,1,4,1,44,5,1,1,0,1,11,1,1,7,0,"Con",1,1,3,2,2,2,4,2,2,2,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"640",2,4,5,1,47,3,2,3,0,1,3,3,1,7,0,"Moderate",2,1,4,2,3,2,5,4,4,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"641",1,1,1,2,48,3,1,9,0,1,10,10,1,3,1,"Lib",1,1,3,2,2,3,4,4,4,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"642",2,2,6,2,56,3,2,9,0,1,4,4,1,7,0,"Moderate",1,4,4,2,3,2,3,1,1,1,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"643",3,5,4,2,37,4,2,0,0,1,15,1,2,7,0,"Moderate",1,3,4,5,3,4,3,3,3,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"644",4,6,3,2,43,4,2,2,0,1,15,15,1,7,0,"Don't know",1,4,4,1,3,3,3,2,1,2,4,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
